시군구,경도,위도,상해정도 정보,상해정도 갯수_x,상해정도 갯수_y
서울특별시 강동구 길동,127.1461916,37.539213092,경상: 4<br>부상신고: 7<br>중상: 4,1,1
서울특별시 강동구 둔촌동,127.143149929,37.528814378,경상: 7<br>중상: 4,2,2
서울특별시 강동구 명일동,127.142609884,37.553459336,경상: 7<br>부상신고: 2<br>중상: 4,18,18
서울특별시 강동구 상일동,127.170599787,37.545197155,경상: 5<br>중상: 2,2,2
서울특별시 강동구 성내동,127.129953131,37.53025057,경상: 16<br>부상신고: 10<br>중상: 5,6,6
서울특별시 강동구 암사동,127.137388579,37.55613312,경상: 19<br>부상신고: 1<br>사망: 1<br>중상: 3,7,7
서울특별시 강동구 천호동,127.135486329,37.54554264,경상: 19<br>부상신고: 7<br>중상: 8,3,3
서울특별시 강북구 미아동,127.029400044,37.618920671,경상: 33<br>부상신고: 4<br>상해없음: 1<br>중상: 7,4,4
서울특별시 강북구 번동,127.030904808,37.634322962,경상: 17<br>중상: 2,2,2
서울특별시 강북구 수유동,127.013230123,37.648218355,경상: 32<br>부상신고: 4<br>중상: 10,2,2
서울특별시 강서구 가양동,126.844105267,37.565992799,경상: 3,56,56
서울특별시 강서구 공항동,126.814423395,37.561681257,경상: 2<br>부상신고: 2<br>사망: 1<br>중상: 2,10,10
서울특별시 강서구 내발산동,126.843197734,37.557496222,경상: 10<br>부상신고: 4<br>중상: 5,2,2
서울특별시 강서구 등촌동,126.861317368,37.550754749,경상: 17<br>중상: 2,32,32
서울특별시 강서구 마곡동,126.830961753,37.561084839,경상: 16<br>부상신고: 2<br>중상: 4,6,6
서울특별시 강서구 방화동,126.816242961,37.578821166,경상: 10<br>부상신고: 2<br>중상: 6,2,2
서울특별시 강서구 염창동,126.870981391,37.553746863,경상: 11<br>부상신고: 1<br>중상: 2,1,1
서울특별시 강서구 화곡동,126.847885661,37.546698231,경상: 55<br>부상신고: 5<br>중상: 17,2,2
서울특별시 관악구 남현동,126.97884379,37.476196613,경상: 3<br>중상: 1,1,1
서울특별시 관악구 봉천동,126.950811191,37.480193459,경상: 23<br>부상신고: 2<br>중상: 7,1,1
서울특별시 관악구 신림동,126.928348782,37.486899275,경상: 37<br>부상신고: 2<br>중상: 12,1,1
서울특별시 광진구 광장동,127.094425953,37.543178696,경상: 7<br>부상신고: 3<br>중상: 4,3,3
서울특별시 광진구 구의동,127.082286136,37.544519717,경상: 19<br>중상: 10,3,3
서울특별시 광진구 군자동,127.076232801,37.552663982,경상: 3<br>중상: 3,2,2
서울특별시 광진구 능동,127.076975138,37.551676086,경상: 5,1,1
서울특별시 광진구 자양동,127.066952769,37.533995281,경상: 16<br>부상신고: 6<br>중상: 6,19,19
서울특별시 광진구 중곡동,127.083111595,37.561611636,경상: 30<br>부상신고: 3<br>중상: 6,3,3
서울특별시 광진구 화양동,127.07089551,37.547622391,경상: 1<br>부상신고: 2<br>중상: 2,9,9
서울특별시 구로구 가리봉동,126.883558899,37.486260422,경상: 3<br>중상: 1,1,1
서울특별시 구로구 개봉동,126.858954044,37.488256159,경상: 14<br>부상신고: 4<br>중상: 7,1,1
서울특별시 구로구 고척동,126.84793536,37.504895205,경상: 9<br>부상신고: 7<br>중상: 6,4,4
서울특별시 구로구 구로동,126.888478249,37.490772571,경상: 46<br>부상신고: 8<br>중상: 11,1,1
서울특별시 구로구 궁동,126.83549208,37.496376182,경상: 4<br>중상: 3,1,1
서울특별시 구로구 신도림동,126.883200692,37.506938177,경상: 6<br>부상신고: 2<br>중상: 5,1,1
서울특별시 구로구 오류동,126.841788284,37.495594575,경상: 8<br>부상신고: 1<br>중상: 4,42,42
서울특별시 구로구 온수동,126.819692451,37.492239985,경상: 2<br>부상신고: 1<br>중상: 1,9,9
서울특별시 구로구 천왕동,126.847185913,37.483533904,경상: 5,1,1
서울특별시 구로구 항동,126.816379176,37.475438962,경상: 3<br>부상신고: 1<br>중상: 1,17,17
서울특별시 금천구 가산동,126.87889849,37.481918321,경상: 3<br>부상신고: 2<br>중상: 3,8,8
서울특별시 금천구 독산동,126.900299026,37.471160298,경상: 18<br>부상신고: 1<br>중상: 12,1,1
서울특별시 금천구 시흥동,126.895367606,37.456902661,경상: 18<br>부상신고: 6<br>중상: 9,5,5
서울특별시 노원구 공릉동,127.080054293,37.621279801,경상: 16<br>부상신고: 1<br>중상: 4,24,24
서울특별시 노원구 상계동,127.064326457,37.658878104,경상: 45<br>부상신고: 4<br>중상: 11,2,2
서울특별시 노원구 월계동,127.059253213,37.622859435,경상: 18<br>부상신고: 4<br>중상: 6,6,6
서울특별시 노원구 중계동,127.081589019,37.645985873,경상: 39<br>부상신고: 6<br>중상: 8,18,18
서울특별시 노원구 하계동,127.074460871,37.636216321,경상: 11<br>부상신고: 3<br>중상: 4,3,3
서울특별시 도봉구 도봉동,127.043413596,37.6786868,경상: 8<br>부상신고: 1<br>중상: 2,4,4
서울특별시 도봉구 방학동,127.034398798,37.667795904,경상: 11<br>부상신고: 4<br>중상: 4,15,15
서울특별시 도봉구 쌍문동,127.032416771,37.651285241,경상: 17<br>부상신고: 3<br>중상: 2,2,2
서울특별시 도봉구 창동,127.039146885,37.651960944,경상: 24<br>부상신고: 3<br>중상: 11,3,3
서울특별시 동대문구 답십리동,127.050483847,37.573351703,경상: 12<br>부상신고: 2<br>중상: 3,4,4
서울특별시 동대문구 신설동,127.023759516,37.573102944,경상: 1,54,54
서울특별시 동대문구 용두동,127.040474146,37.575316322,경상: 5<br>부상신고: 1,10,10
서울특별시 동대문구 이문동,127.061440388,37.597944028,경상: 9<br>중상: 4,1,1
서울특별시 동대문구 장안동,127.07400731,37.572714686,경상: 19<br>부상신고: 7<br>중상: 7,21,21
서울특별시 동대문구 전농동,127.048347382,37.5752679,경상: 8<br>부상신고: 2<br>중상: 4,17,17
서울특별시 동대문구 제기동,127.039294641,37.585692743,경상: 4<br>부상신고: 1<br>중상: 2,3,3
서울특별시 동대문구 청량리동,127.047265982,37.586283478,경상: 5<br>부상신고: 1,10,10
서울특별시 동대문구 회기동,127.055190897,37.593123602,경상: 2<br>부상신고: 1,41,41
서울특별시 동대문구 휘경동,127.05595471,37.586550812,경상: 6<br>중상: 4,4,4
서울특별시 동작구 노량진동,126.947128556,37.516287693,경상: 5<br>부상신고: 2<br>중상: 1,9,9
서울특별시 동작구 대방동,126.925541458,37.502434044,경상: 3<br>부상신고: 4<br>중상: 2,1,1
서울특별시 동작구 본동,126.949648394,37.510635613,경상: 1<br>중상: 1,3,3
서울특별시 동작구 사당동,126.973186384,37.476255258,경상: 11<br>부상신고: 4<br>중상: 8,2,2
서울특별시 동작구 상도1동,126.951572358,37.506527462,경상: 2<br>부상신고: 1<br>사망: 1<br>중상: 1,2,2
서울특별시 동작구 상도동,126.930883865,37.499411805,경상: 24<br>부상신고: 1<br>중상: 5,4,4
서울특별시 동작구 신대방동,126.908662957,37.486857515,경상: 10<br>부상신고: 3<br>중상: 6,3,3
서울특별시 동작구 흑석동,126.96061101,37.505120214,경상: 5<br>부상신고: 1<br>중상: 3,13,13
서울특별시 마포구 공덕동,126.955008118,37.544424409,경상: 3,5,5
서울특별시 마포구 노고산동,126.940120485,37.554171375,중상: 1,4,4
서울특별시 마포구 대흥동,126.940513013,37.544402263,경상: 4<br>부상신고: 1<br>중상: 2,1,1
서울특별시 마포구 도화동,126.951926203,37.539563846,경상: 1,1,1
서울특별시 마포구 동교동,126.931766518,37.555864262,경상: 2<br>중상: 1,4,4
서울특별시 마포구 마포동,126.944403582,37.537876342,부상신고: 1,13,13
서울특별시 마포구 망원동,126.901038828,37.555821409,경상: 7<br>부상신고: 2<br>중상: 2,1,1
서울특별시 마포구 상수동,126.920918453,37.548038795,중상: 1,9,9
서울특별시 마포구 상암동,126.877257877,37.581059543,경상: 9<br>부상신고: 1<br>중상: 4,1,1
서울특별시 마포구 서교동,126.91459102,37.55510909,경상: 4<br>부상신고: 1<br>중상: 2,16,16
서울특별시 마포구 성산동,126.910151865,37.566125024,경상: 8<br>부상신고: 4<br>중상: 2,4,4
서울특별시 마포구 신수동,126.938671066,37.544558363,경상: 1,11,11
서울특별시 마포구 아현동,126.954105123,37.556908983,경상: 2<br>중상: 2,2,2
서울특별시 마포구 연남동,126.922917217,37.563921689,경상: 2<br>부상신고: 2,1,1
서울특별시 마포구 염리동,126.945648835,37.547088811,경상: 1<br>중상: 1,1,1
서울특별시 마포구 용강동,126.938610782,37.541816301,경상: 1<br>부상신고: 1<br>중상: 1,1,1
서울특별시 마포구 중동,126.909898516,37.569074247,경상: 2<br>중상: 1,3,3
서울특별시 마포구 창전동,126.93205569,37.5477503,경상: 1<br>중상: 1,1,1
서울특별시 마포구 합정동,126.916951417,37.548525962,경상: 1,7,7
서울특별시 서대문구 남가좌동,126.922015916,37.57789077,경상: 7<br>부상신고: 1<br>중상: 4,2,2
서울특별시 서대문구 북가좌동,126.911793159,37.577139592,경상: 15<br>부상신고: 2<br>중상: 6,3,3
서울특별시 서대문구 북아현동,126.957731141,37.563691458,경상: 1<br>부상신고: 1,5,5
서울특별시 서대문구 연희동,126.929267727,37.565340655,경상: 5<br>부상신고: 4<br>중상: 3,1,1
서울특별시 서대문구 영천동,126.959063545,37.571115937,경상: 2,1,1
서울특별시 서대문구 충정로2가,126.962362875,37.563804644,중상: 1,1,1
서울특별시 서대문구 충정로3가,126.962010749,37.560280848,중상: 1,1,1
서울특별시 서대문구 합동,126.965604887,37.560802486,경상: 1,1,1
서울특별시 서대문구 홍은동,126.928109702,37.582739126,경상: 12<br>사망: 1<br>중상: 5,1,1
서울특별시 서대문구 홍제동,126.938056109,37.58337704,경상: 10<br>부상신고: 1<br>중상: 3,1,1
서울특별시 서초구 내곡동,127.067670902,37.455363249,중상: 2,1,1
서울특별시 서초구 반포동,127.000271235,37.496332996,경상: 17<br>부상신고: 3<br>중상: 3,1,1
서울특별시 서초구 방배동,126.99063308,37.473219097,경상: 23<br>부상신고: 1<br>중상: 8,1,1
서울특별시 서초구 서초동,127.029974787,37.491570956,경상: 17<br>부상신고: 5<br>중상: 10,1,1
서울특별시 서초구 신원동,127.057068991,37.44724147,경상: 1<br>부상신고: 1,3,3
서울특별시 서초구 양재동,127.043276829,37.467478429,경상: 8<br>부상신고: 1<br>중상: 2,1,1
서울특별시 서초구 우면동,127.026670991,37.471658578,경상: 4<br>부상신고: 3<br>중상: 4,1,1
서울특별시 서초구 잠원동,127.018771884,37.517149022,경상: 9<br>부상신고: 1<br>중상: 2,1,1
서울특별시 성동구 금호동1가,127.021677792,37.554856666,경상: 2<br>부상신고: 1,3,3
서울특별시 성동구 금호동2가,127.024628241,37.552370235,경상: 1<br>중상: 2,1,1
서울특별시 성동구 금호동3가,127.017080398,37.548508547,경상: 2<br>중상: 1,1,1
서울특별시 성동구 금호동4가,127.019121552,37.547665205,경상: 2<br>중상: 3,1,1
서울특별시 성동구 도선동,127.035492522,37.562075133,경상: 1<br>부상신고: 1,1,1
서울특별시 성동구 마장동,127.035711755,37.567361758,경상: 4<br>부상신고: 1<br>중상: 1,1,1
서울특별시 성동구 사근동,127.049164535,37.559959748,경상: 1,1,1
서울특별시 성동구 상왕십리동,127.025528534,37.567884763,경상: 1<br>중상: 1,1,1
서울특별시 성동구 성수동1가,127.048379749,37.537366982,경상: 6<br>부상신고: 1<br>중상: 2,1,1
서울특별시 성동구 성수동2가,127.057126525,37.545146543,경상: 6<br>부상신고: 2<br>중상: 2,1,1
서울특별시 성동구 송정동,127.068055309,37.549945722,부상신고: 1<br>중상: 1,2,2
서울특별시 성동구 옥수동,127.013452366,37.543666532,경상: 2<br>부상신고: 1<br>중상: 1,1,1
서울특별시 성동구 용답동,127.061530705,37.561260618,경상: 4<br>부상신고: 1<br>중상: 1,14,14
서울특별시 성동구 응봉동,127.030340133,37.552801941,경상: 4<br>중상: 1,1,1
서울특별시 성동구 하왕십리동,127.030649462,37.562443815,경상: 4<br>부상신고: 1<br>중상: 3,7,7
서울특별시 성동구 행당동,127.037599861,37.564150319,경상: 4<br>부상신고: 3,9,9
서울특별시 성동구 홍익동,127.035974433,37.564821395,중상: 1,1,1
서울특별시 성북구 길음동,127.023195207,37.610158081,경상: 9<br>부상신고: 1<br>중상: 2,6,6
서울특별시 성북구 돈암동,127.020716651,37.597215466,경상: 2<br>중상: 3,15,15
서울특별시 성북구 동선동1가,127.017111276,37.592585134,경상: 3<br>중상: 2,2,2
서울특별시 성북구 동선동2가,127.018471983,37.590443254,경상: 3,5,5
서울특별시 성북구 동선동3가,127.020408753,37.593979805,경상: 2,23,23
서울특별시 성북구 동선동5가,127.016481977,37.594706022,경상: 2,2,2
서울특별시 성북구 동소문동1가,127.0063328,37.588802708,부상신고: 1,6,6
서울특별시 성북구 동소문동3가,127.009705526,37.589754602,경상: 1,10,10
서울특별시 성북구 동소문동4가,127.009232005,37.590024424,경상: 2,2,2
서울특별시 성북구 동소문동5가,127.013584565,37.591778319,경상: 1,6,6
서울특별시 성북구 동소문동6가,127.013182208,37.592085145,중상: 1,4,4
서울특별시 성북구 동소문동7가,127.011140431,37.593303209,중상: 1,15,15
서울특별시 성북구 보문동2가,127.019692274,37.584295351,경상: 1,2,2
서울특별시 성북구 보문동3가,127.015079948,37.582416012,경상: 1,12,12
서울특별시 성북구 보문동4가,127.020516289,37.584157835,중상: 1,3,3
서울특별시 성북구 보문동6가,127.017293219,37.580443207,경상: 1<br>부상신고: 1,4,4
서울특별시 성북구 삼선동1가,127.006027455,37.588418613,경상: 1,3,3
서울특별시 성북구 삼선동2가,127.01380546,37.582029982,경상: 2,1,1
서울특별시 성북구 삼선동3가,127.013344322,37.585732013,경상: 5<br>중상: 1,5,5
서울특별시 성북구 삼선동4가,127.014642042,37.590845282,경상: 1<br>중상: 1,3,3
서울특별시 성북구 삼선동5가,127.01669004,37.589455094,경상: 1<br>중상: 1,6,6
서울특별시 성북구 상월곡동,127.047870588,37.605779183,경상: 3<br>중상: 2,1,1
서울특별시 성북구 석관동,127.059831518,37.610959605,경상: 9<br>부상신고: 1<br>중상: 2,1,1
서울특별시 성북구 성북동,127.003242555,37.591066672,경상: 1<br>중상: 1,9,9
서울특별시 성북구 안암동1가,127.021536536,37.587517275,경상: 1,1,1
서울특별시 성북구 안암동2가,127.021374961,37.58581874,경상: 1,1,1
서울특별시 성북구 안암동5가,127.028752055,37.586700212,경상: 2,1,1
서울특별시 성북구 장위동,127.051659057,37.615084889,경상: 9<br>부상신고: 1<br>상해없음: 1<br>중상: 1,6,6
서울특별시 성북구 정릉동,127.021674925,37.601279526,경상: 17<br>부상신고: 1<br>중상: 4,1,1
서울특별시 성북구 종암동,127.030675751,37.59793813,경상: 11<br>중상: 3,3,3
서울특별시 성북구 하월곡동,127.037458139,37.604516397,경상: 7<br>부상신고: 2<br>중상: 3,1,1
서울특별시 송파구 가락동,127.123350033,37.490236063,경상: 13<br>부상신고: 7<br>중상: 2,1,1
서울특별시 송파구 거여동,127.142753429,37.496848694,경상: 11<br>부상신고: 3,10,10
서울특별시 송파구 마천동,127.142922699,37.500219914,경상: 13<br>부상신고: 1<br>중상: 1,1,1
서울특별시 송파구 문정동,127.125124886,37.486869675,경상: 9<br>부상신고: 2<br>중상: 6,2,2
서울특별시 송파구 방이동,127.1192143,37.509893948,경상: 17<br>부상신고: 9<br>중상: 7,8,8
서울특별시 송파구 삼전동,127.091563216,37.505936995,경상: 11<br>부상신고: 3<br>중상: 2,1,1
서울특별시 송파구 석촌동,127.103689138,37.503565687,경상: 7<br>부상신고: 3<br>중상: 3,10,10
서울특별시 송파구 송파동,127.110792995,37.50399701,경상: 17<br>부상신고: 3<br>중상: 9,1,1
서울특별시 송파구 신천동,127.105601028,37.515631027,경상: 6<br>부상신고: 2<br>중상: 6,1,1
서울특별시 송파구 오금동,127.134024412,37.503263016,경상: 6<br>부상신고: 8,6,6
서울특별시 송파구 잠실동,127.087107788,37.506001971,경상: 20<br>부상신고: 8<br>중상: 6,1,1
서울특별시 송파구 장지동,127.124742905,37.472709442,경상: 17<br>부상신고: 3<br>중상: 2,2,2
서울특별시 송파구 풍납동,127.117711394,37.52642628,경상: 6<br>부상신고: 4<br>중상: 4,1,1
서울특별시 양천구 목동,126.868711323,37.535892828,경상: 44<br>부상신고: 9<br>중상: 16,1,1
서울특별시 양천구 신월동,126.827239875,37.535531527,경상: 35<br>부상신고: 10<br>사망: 1<br>중상: 15,1,1
서울특별시 양천구 신정동,126.84068137,37.512113106,경상: 54<br>부상신고: 11<br>사망: 2<br>중상: 13,1,1
서울특별시 영등포구 당산동,126.900772859,37.527906405,중상: 1,1,1
서울특별시 영등포구 당산동1가,126.896289398,37.523508965,경상: 1,3,3
서울특별시 영등포구 당산동3가,126.894198766,37.528184398,경상: 2,1,1
서울특별시 영등포구 당산동4가,126.894886364,37.529303062,경상: 1,11,11
서울특별시 영등포구 당산동5가,126.899854067,37.532110415,경상: 3<br>부상신고: 1,2,2
서울특별시 영등포구 당산동6가,126.902087435,37.534706467,경상: 1,5,5
서울특별시 영등포구 대림동,126.901250597,37.492635954,경상: 19<br>부상신고: 3<br>중상: 5,1,1
서울특별시 영등포구 도림동,126.89955957,37.506151521,경상: 7<br>부상신고: 1<br>중상: 1,2,2
서울특별시 영등포구 문래동2가,126.891890381,37.51121498,경상: 1,1,1
서울특별시 영등포구 문래동3가,126.895497384,37.519329848,경상: 5<br>부상신고: 1<br>중상: 2,4,4
서울특별시 영등포구 문래동4가,126.891332244,37.515585173,경상: 1,1,1
서울특별시 영등포구 문래동6가,126.88524993,37.520854667,경상: 4<br>중상: 2,2,2
서울특별시 영등포구 신길동,126.913818192,37.505153745,경상: 16<br>부상신고: 8<br>사망: 1<br>중상: 4,1,1
서울특별시 영등포구 양평동,126.88878704,37.528925944,부상신고: 1,1,1
서울특별시 영등포구 양평동1가,126.891561528,37.524513544,경상: 1,1,1
서울특별시 영등포구 양평동2가,126.884433722,37.520870845,경상: 2,1,1
서울특별시 영등포구 양평동3가,126.890976436,37.528738342,경상: 6<br>중상: 2,3,3
서울특별시 영등포구 양평동4가,126.895933121,37.537756792,경상: 2,1,1
서울특별시 영등포구 양평동5가,126.893406655,37.538138747,경상: 1,1,1
서울특별시 영등포구 양평동6가,126.890438802,37.54056301,부상신고: 1,1,1
서울특별시 영등포구 양화동,126.893675136,37.545365965,경상: 1<br>부상신고: 1,2,2
서울특별시 영등포구 여의도동,126.92593686,37.525058399,경상: 7<br>부상신고: 9<br>중상: 4,1,1
서울특별시 영등포구 영등포동,126.909334595,37.514675813,경상: 2<br>중상: 3,1,1
서울특별시 영등포구 영등포동3가,126.906758195,37.516456018,중상: 1,1,1
서울특별시 영등포구 영등포동4가,126.903052849,37.515388095,경상: 1,1,1
서울특별시 영등포구 영등포동5가,126.905140679,37.522705011,경상: 1,3,3
서울특별시 영등포구 영등포동7가,126.903756904,37.525640817,경상: 1,3,3
서울특별시 영등포구 영등포동8가,126.903240905,37.526233261,경상: 3<br>중상: 1,1,1
서울특별시 용산구 갈월동,126.972112909,37.548445251,중상: 1,2,2
서울특별시 용산구 동빙고동,126.994397523,37.527954678,경상: 2<br>중상: 1,1,1
서울특별시 용산구 보광동,127.000174408,37.526297302,경상: 3<br>중상: 1,1,1
서울특별시 용산구 신창동,126.955614182,37.534554677,중상: 1,3,3
서울특별시 용산구 용문동,126.960253143,37.537979984,경상: 1<br>중상: 2,1,1
서울특별시 용산구 용산동2가,126.98661715,37.540477893,경상: 3<br>중상: 1,9,9
서울특별시 용산구 용산동6가,126.985336507,37.525409691,부상신고: 1,1,1
서울특별시 용산구 원효로1가,126.964382428,37.538664143,경상: 1<br>부상신고: 1,1,1
서울특별시 용산구 원효로2가,126.962809367,37.535047657,경상: 2,4,4
서울특별시 용산구 원효로3가,126.95519707,37.532929448,경상: 1,1,1
서울특별시 용산구 이촌동,126.976193093,37.516814156,경상: 9<br>부상신고: 2<br>중상: 1,1,1
서울특별시 용산구 이태원동,126.995061354,37.532507372,경상: 2,2,2
서울특별시 용산구 청암동,126.947588303,37.53547425,중상: 1,4,4
서울특별시 용산구 청파동1가,126.970691461,37.546816954,경상: 3,2,2
서울특별시 용산구 청파동2가,126.969862628,37.545571034,경상: 1,2,2
서울특별시 용산구 청파동3가,126.96479374,37.543158109,경상: 1<br>중상: 1,12,12
서울특별시 용산구 한강로3가,126.962893435,37.532525651,경상: 3,3,3
서울특별시 용산구 한남동,127.002511722,37.533715474,경상: 2<br>중상: 1,5,5
서울특별시 용산구 효창동,126.961805248,37.542511302,중상: 2,3,3
서울특별시 용산구 후암동,126.978152123,37.548698912,경상: 5<br>중상: 1,3,3
서울특별시 은평구 갈현동,126.91819147,37.625300654,경상: 20<br>부상신고: 2<br>중상: 1,1,1
서울특별시 은평구 구산동,126.910734958,37.609853318,경상: 6<br>중상: 2,1,1
서울특별시 은평구 녹번동,126.928965846,37.605945539,경상: 8<br>부상신고: 1<br>중상: 2,2,2
서울특별시 은평구 대조동,126.920116885,37.617801123,경상: 7<br>중상: 2,1,1
서울특별시 은평구 불광동,126.93394813,37.620716667,경상: 12<br>부상신고: 3<br>중상: 4,1,1
서울특별시 은평구 신사동,126.909624023,37.595178883,경상: 9<br>부상신고: 2<br>중상: 2,2,2
서울특별시 은평구 역촌동,126.921872382,37.60654421,경상: 15<br>부상신고: 6<br>중상: 4,2,2
서울특별시 은평구 응암동,126.918505957,37.586041671,경상: 17<br>부상신고: 2<br>중상: 6,1,1
서울특별시 은평구 증산동,126.908949187,37.588432385,경상: 3<br>부상신고: 1<br>중상: 3,3,3
서울특별시 은평구 진관동,126.93930192,37.637890143,경상: 14<br>부상신고: 1<br>중상: 3,3,3
서울특별시 종로구 구기동,126.956602708,37.611293355,중상: 1,1,1
서울특별시 종로구 낙원동,126.988899914,37.571543711,경상: 1,6,6
서울특별시 종로구 누하동,126.969013244,37.578966609,경상: 1,2,2
서울특별시 종로구 동숭동,127.003996738,37.583049901,경상: 1<br>중상: 1,2,2
서울특별시 종로구 명륜1가,126.998282187,37.589978958,경상: 2,15,15
서울특별시 종로구 부암동,126.964289784,37.595446362,경상: 1,1,1
서울특별시 종로구 사직동,126.969916615,37.576599431,경상: 1,8,8
서울특별시 종로구 소격동,126.980406049,37.580104208,경상: 1,2,2
서울특별시 종로구 숭인동,127.021062234,37.576740667,경상: 2<br>중상: 1,20,20
서울특별시 종로구 신교동,126.969976125,37.58403607,경상: 1,2,2
서울특별시 종로구 신영동,126.959159745,37.601239406,부상신고: 1<br>중상: 1,5,5
서울특별시 종로구 안국동,126.985174959,37.577311747,중상: 1,1,1
서울특별시 종로구 연건동,126.996844686,37.579535531,경상: 1,3,3
서울특별시 종로구 연지동,126.998843749,37.573218859,부상신고: 1,1,1
서울특별시 종로구 이화동,127.004346236,37.576997223,경상: 1,2,2
서울특별시 종로구 재동,126.986172827,37.578286374,경상: 1,3,3
서울특별시 종로구 종로4가,126.995641309,37.570464927,부상신고: 1,4,4
서울특별시 종로구 창신동,127.013500633,37.572982423,경상: 4<br>중상: 1,1,1
서울특별시 종로구 체부동,126.972105962,37.57703255,부상신고: 1,8,8
서울특별시 종로구 평동,126.96529426,37.56830905,경상: 1<br>중상: 1,2,2
서울특별시 종로구 평창동,126.963279214,37.607944037,경상: 3<br>중상: 2,2,2
서울특별시 종로구 혜화동,127.001170793,37.588928134,부상신고: 1,9,9
서울특별시 중구 광희동2가,127.007196683,37.563535719,경상: 1,1,1
서울특별시 중구 남대문로1가,126.982517518,37.566486793,경상: 1,4,4
서울특별시 중구 신당동,127.008560589,37.553992615,경상: 11<br>부상신고: 4<br>중상: 4,4,4
서울특별시 중구 을지로6가,127.004214775,37.566544235,경상: 1,1,1
서울특별시 중구 의주로1가,126.96848746,37.564318995,경상: 1,3,3
서울특별시 중구 장충동1가,127.00783988,37.561907265,부상신고: 1,14,14
서울특별시 중구 중림동,126.964559807,37.558700452,부상신고: 1,1,1
서울특별시 중구 태평로1가,126.97834678,37.566700969,경상: 2,2,2
서울특별시 중구 태평로2가,126.97720526,37.563061375,경상: 1,7,7
서울특별시 중구 필동2가,126.995012994,37.55718267,중상: 1,3,3
서울특별시 중구 황학동,127.023273367,37.566583998,경상: 1<br>중상: 3,1,1
서울특별시 중구 회현동1가,126.979366733,37.556695389,경상: 1,2,2
서울특별시 중구 회현동2가,126.982939001,37.557718561,중상: 1,2,2
서울특별시 중구 흥인동,127.015891324,37.565653635,부상신고: 2,1,1
서울특별시 중랑구 망우동,127.09528512,37.59568364,경상: 17<br>부상신고: 2<br>중상: 2,7,7
서울특별시 중랑구 면목동,127.081801119,37.586547028,경상: 43<br>부상신고: 5<br>중상: 12,1,1
서울특별시 중랑구 묵동,127.078259004,37.613636147,경상: 18<br>부상신고: 4<br>중상: 4,5,5
서울특별시 중랑구 상봉동,127.078911829,37.592711755,경상: 4<br>부상신고: 6<br>중상: 4,1,1
서울특별시 중랑구 신내동,127.096802343,37.604033609,경상: 11<br>부상신고: 1<br>중상: 3,3,3
서울특별시 중랑구 중화동,127.079987477,37.601119581,경상: 6<br>부상신고: 8<br>중상: 4,9,9
